x_1,x_2,x_3,x_4,x_5,x_6,x_7,y
115.3592187648303,111.53516972773794,108.49127693431815,108.83347523096113,123.53768618828019,96.94189901202847,6.015587984726792,-40.426703374500335
115.13776865369219,111.20645187581741,106.61460192233942,108.80269944210987,121.92542726818068,96.30654187000586,4.386684581543646,-38.9837384762565
115.79479191423495,112.03175165514733,109.23899824373406,108.32510622087125,124.33064232639177,95.88222429946393,5.507522533291996,-40.79167835636998
115.82672925994655,111.92457108340565,109.89889360331586,108.07198368020151,125.36529309012495,96.50997398669895,5.0329331465277445,-38.17833848468552
114.66422324093021,110.77393945674609,106.12330422717498,108.27876673389643,121.49102657437095,96.64375641200539,4.237315087331576,-34.91022411458248
114.54585705359445,110.07355122968939,105.5315333175753,108.20790909748774,120.85453431789216,97.07484190787282,4.378804967267003,-33.417595161229045
114.00346994706257,110.07971690545699,106.19680136331759,108.26045400676799,121.31283042982622,96.14168847188463,5.174399051182246,-33.35829648050393
112.82462832058076,109.45234680026095,108.26063514286662,107.40183486958713,123.5572650906383,94.75508341405279,5.700962041744767,-34.867610782366
112.07756810836102,109.45542145354798,108.39772427861836,106.80658065191486,123.2154282002814,94.71431658829158,7.064919374341752,-36.42667183507259
112.47602501557975,108.00384664703448,106.32264213977743,106.87456360595853,120.94254294451147,95.02290892648188,6.8255520954691855,-35.94550761513941
111.465742807677,108.39156669172178,105.83875979827965,106.52818359550129,120.24539080721604,94.40645607983032,7.131908780363865,-37.38396137460478
110.84979354359407,110.40624530095043,105.4282210956096,107.0514497471964,119.69668912400809,92.88563682248122,6.725659955176494,-37.8978063270395
110.30086321669783,109.65975260687937,104.1522049916671,106.36288260882954,118.49695783510596,92.66889080470953,6.024361560978919,-34.62774833163933
110.55111181760677,109.15334831933296,106.27036482407188,106.89551438179791,121.19498717865524,92.21462525531103,5.688974759101416,-38.6584939772734
113.6735647286891,110.61436780915241,108.73645732092035,107.84010131021418,124.1000951232563,94.40815551467459,5.178840471236427,-37.880214805279785
115.43825343082712,110.44025732497994,109.01727128065833,108.57836354407269,124.89961470108504,95.89183813625343,4.039901303138113,-34.22808207401828
112.40171810816612,109.60047702789186,107.03906231285269,108.09108395449647,123.51365674885832,93.10431464492814,2.0050238689082143,-33.196735878181364
113.15026794986788,110.32296259871407,108.58593151883717,109.03848689823431,125.22843471599518,93.20355077005365,2.2037603147018787,-36.24848870253657
113.47627241833698,110.90970399644162,109.3932874821889,108.60637438394379,125.84997405261595,93.1526078302866,2.650243371992172,-37.10346654888432
113.5719229697103,110.62899260792074,108.77714311936236,108.77868974417038,125.29958676337324,93.70249090495614,2.4273322858445106,-38.999219335304915
114.63715909921154,110.58263946922577,110.752360627411,108.8006595409757,127.7304556053763,94.07512583335323,1.9875013202229947,-38.02167546510576
114.06811498054422,111.98323689110005,110.50224504192394,109.1099871062353,127.43529734532984,93.07640586542459,1.6535352504390772,-38.562698221130766
114.76630696508623,113.14590483170568,110.06569244019163,109.01956955706687,126.89896730727445,93.11916434317969,1.1076888507465528,-38.481576760416516
114.23252355155553,113.87516483707576,111.19557813361504,109.07385304179006,128.2398369088194,92.72554568633136,1.0822190062017176,-36.52355147479522
113.17261669083723,112.64448062787831,109.10676055635959,108.84514025334327,125.73913086983448,93.22189372149927,1.8645726235906874,-35.32093069611049
113.39542030492319,114.69304911363503,108.93131881698372,109.93202002019213,125.31831954364269,92.98839023995444,2.0592971070802912,-36.96867710951635
114.80851886565381,115.15056166137761,109.74898867849865,111.4264290963725,126.05715283356568,94.72452400430718,2.9665705144457464,-35.98446987036799
116.0311551381129,115.76629161350724,109.05986170437149,111.100439719141,124.96056127269208,95.89689363781329,3.2526960059641423,-30.20231047242269
116.73621457392143,114.38210468400422,109.51152217860576,110.958872697309,125.39213278136033,97.0023479588762,3.8740552576742733,-31.56226360953272
116.34562787523788,114.33590927873037,110.2481049413304,111.2212375238181,126.418619630528,95.84670670680849,3.4187825955206375,-33.346385903833834
115.5564165030517,114.00985632147338,108.70060312269678,110.50788669661253,124.69651091545862,96.45401575825282,3.4414248405341397,-31.326964024896203
115.95889108761791,115.8873462217838,109.5501568166442,111.42462111006577,125.30091957057266,96.62115112316621,4.187535890160021,-31.686968915042716
116.17254593560199,117.09208732311974,110.12159346303731,111.76880798798835,125.5649160512035,96.7063934075263,4.989764395139809,-32.217738864584305
116.74151996874876,117.09892202812644,112.11754200683407,111.61184955290173,127.48282255215288,96.41068086005785,5.815376756453197,-33.40404930845432
117.7582742943205,117.64118482665691,113.13361713917068,112.28745401078609,128.21585119417557,98.00660132265918,7.176748556475415,-33.82406936263814
117.84652426333683,117.53179133391204,112.02069085541902,111.8335751665741,126.63471636366546,98.65575383463606,7.834111185434082,-33.12147980883082
116.90518733902731,117.72119892070742,110.14682083397571,112.55075486934729,124.49837581305863,98.06751962899067,7.918938465781704,-34.853167459478605
117.18334500561366,117.93193745722526,112.88965673554209,112.58702528972341,127.43420677828081,97.98574808841107,8.634683233412966,-36.197360719500274
116.01571454865227,117.31615585903359,112.36975141620181,112.14029824457467,127.16922331131455,97.4700807947854,8.0659698363724,-36.87594581189644
116.9328031580532,117.57986907016594,115.14818794730482,111.65250992710746,130.29140198482838,98.35359050482987,8.290235106093416,-36.65509257396592
115.95317251303479,117.55985450221502,114.68817741895181,111.58402608929278,129.300335406289,98.05439160253869,9.665055310614683,-36.18956402341539
117.95201833499148,117.91692505961473,117.12310595559303,111.8167212908697,132.53908473960297,98.61942149997451,8.240888374535693,-35.774748738381994
117.78694920061538,118.96538339056266,119.31185285088316,112.43095592033129,135.04943074085296,98.33698489082629,8.448440171404151,-38.64345202046704
118.7956704664015,119.69974553691124,122.07270156185135,112.63715725310936,138.23219114291462,98.85909158532837,8.419661251037187,-40.25179837387909
119.50558535002786,118.7869751966229,122.52991355840784,112.94824944628986,138.94294565381006,99.05896964441713,8.110432589156986,-43.08638752511877
119.77806972983277,119.8744215045277,123.38147058190683,113.32944121092912,139.72185056618437,98.66415605961188,8.340013824633553,-45.85826838649695
118.72139613434634,119.64765264511283,123.31870656425491,113.42304511501118,139.27254517508692,98.61138805350824,9.759027326231058,-47.949662609124395
117.05104296972583,119.09694188950715,122.66728239130724,111.64674416180645,138.48345331448516,96.83150362375238,9.499693971949272,-45.782040768142636
116.68795945168239,120.2104522512623,122.82742936415201,112.04491318267128,138.72139306918143,94.97897809416699,8.821165913536113,-48.88427693950623
117.88493810486538,120.67261013689229,124.47896217073483,112.25315002607647,140.03780612312354,96.58658419921773,10.438991996543441,-47.47182324396948
116.6276800345987,119.45740187306005,123.46781272226725,111.90428503017716,139.61371346866346,95.60157768040175,8.867986383432559,-48.10214306178911
116.76794679032231,120.69163390463245,122.51327944335561,112.6339213357145,138.98833399638426,95.13516711792491,7.297219705815998,-49.63733177326106
118.44874942164563,123.46360275471156,126.0501999641801,113.65856411536433,142.8161002607229,94.95011720184038,7.253116480898939,-48.8393150239614
119.06417439515882,123.14492204988642,128.14198387928326,113.87403162121605,144.91687450981965,95.72723766615502,8.4084896531156,-50.862965787032635
118.85314707533189,122.58686465573423,128.8675332837807,113.16427701857025,145.6993203509906,96.72779928196897,8.937649291799382,-50.2648481378985
119.37706954789137,122.20140383054488,129.34447896084507,114.15528885601663,146.27763762832865,96.94001303892377,9.172627686911948,-51.22094779191659
119.72092045486497,122.3605331755817,129.2212964161613,114.94385713100627,146.3370897062934,97.79955886403765,8.980341538884636,-52.55826720813669
120.63228899156566,121.99893865876177,131.06763328979207,115.34613485590162,148.83713082314182,97.18618817845285,7.938423206394078,-56.09483037775747
121.08983467958102,122.15724394939211,130.48022565812715,115.04934772485245,148.27981402022778,97.94190240737142,7.487613896255459,-54.67132799920081
120.06369828743247,120.47960165332371,129.3301756578127,115.36937361912979,147.25516600916453,97.29661389182273,7.319516681100672,-55.527148677528125
120.98931549587392,120.83909599010528,128.0704072327292,115.87133382972142,145.83592032713898,97.91261366697333,6.967254484940507,-59.017462040177605
123.39415164936152,120.75781471366594,128.32456128938958,116.3794891366172,146.35950671181482,99.73543490736873,6.1889423992044135,-54.27625154326911
123.63827113612389,119.7842259857389,125.98476732777912,116.10578342747633,144.59232858440865,99.63602928272644,3.621568814392937,-50.12664374286074
121.03342165061206,120.0916329080373,125.44081702491775,115.59269204664422,143.28231866875078,97.86134199181627,5.527287270772061,-53.512212266961406
122.44372858359318,120.03487830351062,125.03108408429628,115.71427508331496,143.2871420878121,98.06980527204017,3.8420798076513574,-55.041763018344916
120.67623887611711,119.60146096579957,123.2546333237291,114.82611673424486,140.89444649815908,97.14751433711739,4.748626234192829,-54.65687510028931
120.72807898262849,118.85052796449416,123.23021825930327,113.42210540632045,141.43173343197785,96.97527403074668,3.0245406268532062,-52.65504356723721
120.01470206037006,117.95992208055405,121.45979652116921,113.23419483603914,139.2521309154915,97.2131276227369,3.672407563687294,-51.438979050227246
121.64664912416622,117.17496290482785,121.10565538383163,112.99579965399535,139.1038250836328,98.87740536334216,2.9534895720920207,-48.771026527130346
120.60248577237094,116.19576711253187,121.54304103651644,113.03361192806986,139.6364113219859,97.6816359892682,3.239811637903577,-49.616946790401826
122.20496760475243,117.16916428700112,121.84274078919107,112.90380606023173,139.71384343268448,98.61411838750317,3.308314946624783,-47.52207071056354
121.59239402240632,118.27282959591895,124.49998116620195,112.80433513114517,141.79162577487776,98.62498222502253,6.027359867625614,-47.4439286339242
122.08752689341794,117.71020670869646,125.67897536353787,112.47936210850465,143.85125108057616,97.70429306700638,3.989694860496389,-47.00738747042712
122.7737413086717,117.75901374534249,128.2561260710522,112.19918193671377,146.17620418999516,98.4504644612038,5.759867592885039,-42.30849051729325
122.73680151237228,116.8519586505946,128.33779415682915,112.4475655812251,146.39867310430455,98.67510608869075,5.828786061825308,-45.40722460549638
124.80781730870365,117.14229528567482,128.22656783058366,112.95828438983534,145.98234745494068,100.87962951346623,6.455212450407538,-43.1887321236178
124.19116939082966,118.99597674787377,129.39601999568438,113.55140306466427,147.17172635602844,99.1327812569313,6.438130746999316,-45.656451348565
122.66085275797215,120.09963412844756,128.94638965989,113.63356386396487,146.62802366084742,97.58689762891088,6.348077430405087,-43.43350885481701
123.60730352484123,120.06857899033999,131.5992908203529,114.15991516195892,149.61393461416915,97.64884388896506,6.654297830541885,-44.63052012981466
124.01296387503223,120.66237615280129,130.12825821404113,114.32605386690769,147.84079137789965,98.4400509657756,6.653293893204968,-43.28738735920589
123.68245819789777,118.99290271745471,129.19789110896056,113.2192304368025,147.20756495918778,98.02522640878287,5.5257605594203705,-41.78400937854718
124.39302687087893,120.4044020814626,132.3430771466508,113.98491435726052,150.47535303901378,98.27364086944529,6.474521903558386,-44.71435911590587
123.15671656025351,119.10177392780626,132.84687737900592,113.30471639693944,150.67946982515457,98.02279941914213,7.999274544078659,-49.484915485479995
123.25903270445384,119.11560476452993,130.71342519687244,113.3754235981499,148.06841625852556,98.95439352372166,8.378660775177243,-46.500444118245746
122.92541753113403,120.87860745204539,131.4114435888757,113.51501840282354,148.928779670592,97.99357742373348,7.78149157580671,-50.263407140969925
123.55619090291445,121.22640691648542,131.364087295371,113.78547481062168,148.79790099914965,99.0304157547905,8.024780801750463,-48.67015623798837
122.90374363299402,120.82854900135646,132.3946032619472,113.42772084240981,150.27370033787176,98.59176791576128,7.549687310198042,-50.04524610027168
124.07770453642826,120.75416058781683,133.72199329855283,113.59114823600163,151.7293460723946,99.46415293898916,7.757024113161479,-50.474291196931006
124.32179098836826,122.67536561029425,135.766194125798,115.14339506399745,154.2982775646506,97.90667490097674,6.910256613190498,-53.56073102335784
126.38799848447542,122.31860262495805,136.66117783571806,115.11470694735227,155.6363771058287,98.31913982439723,5.633172626362908,-54.98450490063572
125.03497193904249,122.14741345591149,134.08606408883972,113.83786044772535,152.56031639477519,98.61340135527074,5.8753342901389125,-52.277897547677156
125.34121478808802,122.414017434751,134.01536968297862,114.18185012013676,152.542741464156,97.8149400663726,5.383238322830698,-51.081594051502954
124.36533943645298,122.62129287691317,131.1720651508343,113.69088999218336,149.13842255146895,98.147160639384,5.647536197029396,-51.68173133733732
124.5528309912688,122.99510340852864,134.65846238513294,113.92539130833306,153.15384081936233,97.79384550382804,5.87458831689967,-55.2032738655107
126.05242784645593,123.80950848163693,137.03300230446237,115.48448772294844,155.78822193033747,98.93450142340004,6.436831560141007,-56.68605742308161
128.30671076371246,125.45849842828228,140.16306134062364,116.7113446398787,159.14694207203326,100.12895791558267,6.865856194989738,-57.21604530864063
128.5882320944569,123.57506344562894,137.34492169841508,116.09784881245201,155.53993994220184,102.92683828635818,8.422716326536166,-55.03029811904693
128.4341289858944,124.63653890553474,139.1852135812388,116.81524439049994,157.38748596617205,102.30203854754616,9.157157721085238,-56.01519379880945
128.09321982543506,125.54710331721732,139.63565978087868,117.1912664813154,157.53309126022404,102.34183779613906,10.181387304594672,-57.38210796730022
127.07550692454734,124.71498178501682,137.2161114498944,116.94867362955544,154.99763772718805,101.2505646962799,9.464300095354673,-56.77600432647151
127.34110481237694,122.88193293475963,135.52991739567707,115.67821287389759,153.2866883924935,102.68925978510804,9.071879516353842,-53.13518645699839
128.2420437511236,122.42182717009567,135.75533713489693,115.5137571507667,153.78971417239998,102.78342492112243,8.224766517159663,-51.91940713209456
127.10354969284693,121.57718937923886,133.8499475207062,115.48585530713054,152.2764525972803,101.57378862263559,6.582862760410738,-52.27690956746124
127.23128995065068,122.42220270128759,133.34254590558587,116.03471813337346,151.9278679325586,100.73833958436877,5.591765953511233,-52.89129255019988
125.86628740882028,122.4803099978669,132.80638455784026,115.85391379330913,151.0981905636023,100.01835846929016,6.31193573345018,-54.24209893770385
125.37771596313877,123.08825937438445,131.99848839783033,115.35172687860262,150.66071211818348,98.97059294226983,4.566039877501393,-54.12042508629596
126.70903259449103,122.90099530588645,132.65722082807247,115.58491054838379,151.5338737433172,98.97097871941018,3.946363212515446,-57.54795575209102
127.63092042483427,123.60500279340255,133.7817400103549,116.24456407549167,153.01818456426557,99.73174292790692,3.5055003034604804,-58.42546484340847
128.40180895462115,123.35715089179851,133.5636995955045,116.63179784829472,152.82178250346058,100.32495149658502,3.391515730098286,-60.395094926925566
127.44637865223187,124.49258953495996,135.10468557167155,117.04849455645828,153.98837335853364,99.08818837100817,4.950714993661154,-64.83246410037447
127.31784555648157,122.97738991431062,135.72313659417907,116.5754289835593,155.0562212725639,99.21734866786693,4.457819470927166,-61.677612505695045
126.414535914201,123.79319301443714,135.18912611009162,116.80788627085785,154.64571774396273,98.16722194712658,3.7996681240124737,-60.890646527559824
126.01892454647293,122.87120081178928,133.78102560944984,115.62091901265913,153.31874603537403,98.10137925839572,2.8962755680318932,-57.09661348102744
127.7466383182105,123.95533894937991,135.8819615147681,116.3710680329391,155.95790565988713,98.76202592833033,2.082934013779536,-54.29078366687711
127.25020228959717,124.1680673503607,135.29259809324302,115.95983318182647,154.8256126344236,98.57275143075975,3.1024158195259934,-52.85418284615952
127.0267929642256,123.64343815821582,132.51064028862334,115.57114351740337,151.71541635828783,98.16540227821105,2.5024832007336935,-53.45152170756442
125.15033400716112,122.64554060511695,129.71445876482017,114.71248230994537,148.24881674137262,97.11981276967956,3.185794955650799,-50.52693630477695
122.67040878983612,122.19280235720926,129.60230526913938,114.37030884840918,148.21406608374147,95.07962677136186,3.3171931695939287,-50.92951926384153
125.33394105237188,122.05917854355887,132.00035642332742,114.78700278178752,150.83450759640982,97.308726772852,3.7323249870240316,-49.718745401171375
125.3333574121075,121.65138160201,131.97751926508784,114.54014910478331,150.71956381983136,98.49444706396268,4.3332615662257075,-48.02515807060598
125.52755094164186,122.02398709293983,132.9311382015808,114.69023152239662,151.84019744648916,98.18354403938687,4.178357757015255,-52.892246108849925
125.20777470152831,122.8800036941242,132.56777620026804,114.6614974316255,151.45031382038985,97.77152556682131,3.849412190526855,-50.34433992859475
126.64759393259736,124.66113468227783,134.20914285500282,115.2303303234627,152.9036576263917,98.47748371642054,4.515871342745209,-49.951620650699276
127.65748358717774,124.50799673092656,134.3374077849237,115.11267060491672,153.21115988728707,99.22190131646458,3.9577608691582875,-47.740495100826365
128.54218792648598,123.21027738226626,132.73103038273757,114.81806279208338,151.82911162365838,100.09768185417455,2.734028083488031,-45.768189388736886
126.58126086763635,123.21010360886065,131.56581702875616,114.84120732127322,150.68471756753385,99.33873285441447,2.6609810320912533,-47.102933352865854
128.06637085336573,123.87412216645441,132.433585034418,115.62702579360304,151.6209254876742,100.74785063488942,2.8347947889871232,-46.393393954136464
128.10433882031805,123.04044437923973,135.278742437369,116.11406271805751,154.87269555920182,100.40817582530028,3.4785598104311086,-48.71561031113174
126.62318172360325,120.91554934625579,132.8452264343673,114.8021572358252,152.38999211164952,99.87795341586767,2.9334954389168053,-46.27307094772922
125.4976565736404,120.5389553884658,132.14651008063097,113.77164886484354,151.6292268656179,99.08980858745664,2.728828624809812,-47.075980193564455
126.14425616420759,119.83671774720824,133.37973717450768,114.85454134783599,153.0673906742416,99.12982436331478,3.088017327912824,-49.23418861341598
127.14210233417741,121.78532819413321,136.08345587311615,115.40058001098429,155.4322240662524,98.99960728421965,4.536478857171098,-51.31355841700122
126.74145383859761,123.79134641724596,137.91696904936254,115.85712372202973,157.01629148477937,97.76183386585033,5.510311169181456,-52.57708498092564
128.08900575039019,124.82570074935678,139.92546349195786,116.50573451252222,159.53526157028475,98.5311254887229,4.885938927037473,-55.52663908258874
127.51823750455453,125.34638430426924,139.98720655638337,116.6092266955394,159.2454471339945,97.98019968975156,5.756863983188882,-55.63922868596148
127.97348283151881,125.45903769198885,137.82533842445332,116.79967217852229,157.39467651847895,97.56426781991499,3.625235906680736,-52.3133044003092
128.3076348261433,125.76808961408264,137.93812548913363,117.01874823403806,157.72347619041219,97.70784032598239,3.0461613680566355,-50.3698145870898
128.12718900257113,125.24616526197669,138.14397508051337,116.28344773899154,158.11748477211455,96.53836028399083,2.3032732918326904,-51.91179665444029
127.72585265462882,123.41078414937292,138.6351420347737,115.41476379709428,158.60612092406953,95.8873306597937,2.70028915555048,-53.23893052841338
127.49922120274444,124.66306943429386,141.4287012637699,115.02040256473929,161.2122744387507,94.89623879956316,3.9301173521678727,-51.98030987018532
130.15701529411473,124.80367765255129,142.87635045695677,114.85817930431756,163.09774367774298,96.33538269445374,2.855911414996922,-50.12819861500266
128.9627460082429,125.18177452345813,141.56297125808294,114.79593410235624,161.54347045655345,96.14548701245054,3.1073337476130702,-50.48205447642531
130.2242793757632,125.81880153685208,141.0544339483085,114.89490992043103,161.2809882513372,95.9556932943005,1.5552401928173212,-54.752743851986494
130.81674880663442,125.10723029105661,140.4344510269371,114.73581781185756,160.91569770656338,96.46544507769437,0.6541832576747568,-56.83765932883562
129.56460113832293,124.3838525014358,142.22683774173464,114.31513646085682,163.06902219354336,95.80301259621444,1.0014950130122942,-56.45266282716226
130.3219920535884,125.5723321033833,143.18369411810116,115.53509132865058,164.7623444579965,95.25728266892851,-0.736890448646299,-59.60140449040914
130.43005516837195,125.76692860283619,144.81438374147888,114.73380305391133,166.92637864466138,93.50819410796242,-2.109737472525784,-55.975034535352286
130.7911757974522,126.99869627322613,146.6935771192912,115.67384700109896,168.67723660102249,93.43360391258808,-1.0321353207084898,-56.93451983776817
130.97269350300223,127.05830581987595,147.0614170867117,115.07542426947215,168.739630937245,93.38549600230796,-0.37208573783864485,-56.162164455929535
131.63130160052415,125.86162300378946,144.39056816223967,115.4150842505641,165.94819606905222,94.36564209445835,-0.9813353906171127,-56.19713441317052
130.96573086186083,125.36483752525753,142.31950036872388,115.43880036989353,164.0180884058238,94.74995133795363,-1.8569628933631737,-58.34186681511706
130.91579847125408,126.06535610059207,143.21880438905148,115.62470437307971,164.49591865003393,94.09162262504024,-0.6529616063025643,-59.63542873919929
130.97145476230799,125.0061222018481,140.91952126933037,115.40568179472932,162.3723441804943,94.8747913302844,-1.8337925492758842,-57.765106941332334
128.49474419551592,124.24825500819746,140.02727741630545,115.32641563608229,160.9845011930101,93.9747173179303,-0.17093359304695044,-56.6273633843137
129.10432311400248,125.55052884960598,141.4136549862007,115.62951515944017,162.48292145168722,92.73690746739469,-0.5987612813279174,-56.67403568859538
128.27847218887385,126.08763992138849,142.4179749141195,115.51389104750326,163.6576414969416,91.01453117818926,-0.876733232441204,-57.23664445230476
128.9721196760008,124.46576855007986,139.5412730971465,114.28822075216576,160.50745135872566,93.10497911611161,-1.257718092227245,-51.21883233806588
127.06958211942646,125.23322131032752,139.4043116965134,112.94655576518161,159.5200846684428,91.76920126670342,0.5506849003923606,-49.79245587012796
127.55464839524835,125.6866237366694,140.6383623887701,114.03607259678114,161.2747520390536,91.13021152594817,-0.2933898173192178,-54.317512133528105
130.13276827327712,125.74467431001356,141.23845631795592,115.16986718210883,162.85820588225727,92.19025759869412,-2.817370848612059,-56.35001554923815
129.55343020953066,125.42200435440759,140.88153949860123,113.95543920872818,162.38069193366718,91.74345855138348,-2.8894478487190933,-52.720597471744306
131.54332279219932,126.00652691411375,141.7042339804376,114.34544253526485,163.78817837022467,93.6115430103345,-4.184694942808187,-48.57096558068472
131.36237767659543,125.1496595669632,140.45164659455457,113.57814852654502,162.57449416652872,93.4490413120084,-4.909193682939729,-50.391805180428804
132.72395194580182,125.13450795486955,138.16539684877924,113.5222697846931,160.18692786978815,94.33636297439064,-6.089501890466039,-46.38065496163017
